date,description,amount,transaction_type
2024-07-15,Zomato Food Delivery,893.72,debit
2024-07-15,Dividend Credit,11798.75,credit
2024-07-15,Gym Membership,2064.85,debit
2024-07-16,Gym Membership,2225.8,debit
2024-07-16,Flipkart Order,5990.91,debit
2024-07-16,Maintenance Charges,1500.86,debit
2024-07-19,Spa & Wellness,1796.55,debit
2024-07-19,Uber Ride,381.35,debit
2024-07-19,Spa & Wellness,818.06,debit
2024-07-22,Spotify Premium,119.0,debit
2024-07-22,Electricity Bill,4468.21,debit
2024-07-23,Airtel Mobile Bill,965.05,debit
2024-07-24,Petrol/Diesel,653.79,debit
2024-07-24,Rental Income,24895.43,credit
2024-07-26,MedPlus Medical Store,603.17,debit
2024-07-27,Travel Booking,19430.92,debit
2024-07-27,Maintenance Charges,723.07,debit
2024-07-28,Gym Membership,1831.87,debit
2024-07-29,School Fees,5678.03,debit
2024-07-29,Reliance Fresh,1229.75,debit
2024-07-31,Reliance Fresh,1808.65,debit
2024-07-31,House Rent,10603.72,debit
2024-07-31,Reliance Fresh,270.84,debit
2024-08-03,Airtel Mobile Bill,779.93,debit
2024-08-03,Hair Salon,293.52,debit
2024-08-03,Metro Card Recharge,208.82,debit
2024-08-07,Spotify Premium,119.0,debit
2024-08-07,Bonus Credit,39573.71,credit
2024-08-08,Spa & Wellness,2520.87,debit
2024-08-08,Netflix Subscription,366.03,debit
2024-08-10,Reliance Fresh,651.52,debit
2024-08-10,Flipkart Order,2812.72,debit
2024-08-10,Amazon Purchase,835.75,debit
2024-08-11,Insurance Premium,5171.52,debit
2024-08-12,Spa & Wellness,2766.98,debit
2024-08-12,Hair Salon,647.0,debit
2024-08-13,Netflix Subscription,237.2,debit
2024-08-14,School Fees,11471.87,debit
2024-08-15,Netflix Subscription,149.27,debit
2024-08-16,Myntra Fashion,3298.52,debit
2024-08-18,Refund Credit,2533.28,credit
2024-08-18,Petrol/Diesel,653.67,debit
2024-08-18,Freelance Payment,13505.95,credit
2024-08-19,Swiggy Order,462.38,debit
2024-08-20,BigBasket Groceries,2201.31,debit
2024-08-23,Refund Credit,804.49,credit
2024-08-23,House Rent,13347.61,debit
2024-08-24,Myntra Fashion,3544.51,debit
2024-08-25,Jio Recharge,297.87,debit
2024-08-25,Spa & Wellness,1590.15,debit
2024-08-26,Salary Credit,57386.02,credit
2024-08-28,Coffee Shop,96.21,debit
2024-08-30,Spa & Wellness,2199.95,debit
2024-08-31,Maintenance Charges,2854.85,debit
2024-09-02,Restaurant Dinner,2731.61,debit
2024-09-05,School Fees,4622.86,debit
2024-09-05,Zomato Food Delivery,562.71,debit
2024-09-05,House Rent,17767.42,debit
2024-09-06,Hair Salon,361.43,debit
2024-09-06,Myntra Fashion,2434.98,debit
2024-09-06,Spotify Premium,119.0,debit
2024-09-08,Myntra Fashion,2158.96,debit
2024-09-08,Hotel Stay,8083.47,debit
2024-09-08,Airtel Mobile Bill,695.67,debit
2024-09-09,Transfer Received,17390.15,credit
2024-09-09,ATM Withdrawal,4942.49,debit
2024-09-10,Airtel Mobile Bill,644.87,debit
2024-09-10,Airtel Mobile Bill,602.04,debit
2024-09-10,Spotify Premium,119.0,debit
2024-09-11,ATM Withdrawal,1817.08,debit
2024-09-12,Cashback Credit,90.5,credit
2024-09-12,BigBasket Groceries,3689.79,debit
2024-09-13,Hotel Stay,9886.43,debit
2024-09-14,Netflix Subscription,437.58,debit
2024-09-15,Freelance Payment,10558.95,credit
2024-09-15,Jio Recharge,562.69,debit
2024-09-15,Rental Income,18758.43,credit
2024-09-16,PVR Cinemas,350.69,debit
2024-09-16,Travel Booking,16863.09,debit
2024-09-20,Amazon Purchase,5654.67,debit
2024-09-21,Myntra Fashion,1353.33,debit
2024-09-23,Swiggy Order,134.07,debit
2024-09-24,Rental Income,20033.59,credit
2024-09-25,DMart Purchase,1846.41,debit
2024-09-27,ATM Withdrawal,4960.82,debit
2024-09-27,Travel Booking,14901.9,debit
2024-09-30,PVR Cinemas,774.57,debit
2024-10-03,Coffee Shop,185.53,debit
2024-10-03,Ola Cab,233.06,debit
2024-10-03,Airtel Mobile Bill,794.96,debit
2024-10-03,Maintenance Charges,1670.95,debit
2024-10-05,Freelance Payment,17993.19,credit
2024-10-05,Rental Income,18765.85,credit
2024-10-05,Online Course,1308.3,debit
2024-10-06,Online Course,2567.91,debit
2024-10-09,Airtel Mobile Bill,489.02,debit
2024-10-09,School Fees,6926.24,debit
2024-10-10,Online Course,1671.09,debit
2024-10-10,Cashback Credit,937.13,credit
2024-10-11,Restaurant Dinner,2452.23,debit
2024-10-11,Dividend Credit,1851.38,credit
2024-10-12,Travel Booking,18981.24,debit
2024-10-12,Uber Ride,350.85,debit
2024-10-12,School Fees,5143.8,debit
2024-10-16,Flipkart Order,1785.88,debit
2024-10-17,Insurance Premium,9780.41,debit
2024-10-17,Metro Card Recharge,249.92,debit
2024-10-17,Ola Cab,413.2,debit
2024-10-19,Cashback Credit,408.75,credit
2024-10-20,Book Purchase,1446.69,debit
2024-10-20,Hair Salon,564.21,debit
2024-10-21,Hotel Stay,7403.33,debit
2024-10-21,Rental Income,22468.69,credit
2024-10-21,Hair Salon,493.58,debit
2024-10-22,Spotify Premium,119.0,debit
2024-10-22,Flipkart Order,4194.93,debit
2024-10-23,Restaurant Dinner,1112.49,debit
2024-10-24,Coffee Shop,368.48,debit
2024-10-24,Coffee Shop,354.68,debit
2024-10-28,Refund Credit,2058.73,credit
2024-10-28,Apollo Pharmacy,1252.85,debit
2024-10-29,Netflix Subscription,275.38,debit
2024-11-01,BookMyShow Tickets,309.72,debit
2024-11-03,Interest Credit,2116.11,credit
2024-11-03,Reliance Fresh,339.98,debit
2024-11-04,Jio Recharge,558.5,debit
2024-11-06,Ola Cab,163.67,debit
2024-11-07,Coffee Shop,491.67,debit
2024-11-08,Bonus Credit,46502.3,credit
2024-11-09,Water Bill,484.35,debit
2024-11-09,House Rent,21554.27,debit
2024-11-09,Metro Card Recharge,364.25,debit
2024-11-11,Myntra Fashion,3867.85,debit
2024-11-13,PVR Cinemas,716.44,debit
2024-11-13,Dividend Credit,6364.59,credit
2024-11-14,Myntra Fashion,3540.99,debit
2024-11-15,MedPlus Medical Store,233.13,debit
2024-11-16,Amazon Purchase,5262.5,debit
2024-11-19,Book Purchase,762.26,debit
2024-11-20,Reliance Fresh,1989.15,debit
2024-11-22,Hair Salon,1284.8,debit
2024-11-24,DMart Purchase,867.66,debit
2024-11-25,Flipkart Order,810.99,debit
2024-11-25,Flipkart Order,1886.54,debit
2024-11-27,Uber Ride,480.45,debit
2024-11-29,School Fees,6486.86,debit
2024-11-29,School Fees,13254.65,debit
2024-11-30,Flipkart Order,2232.42,debit
2024-12-02,Online Course,1727.83,debit
2024-12-03,Hair Salon,1486.54,debit
2024-12-03,Hair Salon,1493.39,debit
2024-12-04,Amazon Purchase,3580.99,debit
2024-12-05,Cashback Credit,562.87,credit
2024-12-05,Metro Card Recharge,864.58,debit
2024-12-10,Coffee Shop,477.24,debit
2024-12-11,School Fees,2270.49,debit
2024-12-12,Online Course,3334.02,debit
2024-12-12,Water Bill,640.33,debit
2024-12-13,Travel Booking,16054.44,debit
2024-12-13,Coffee Shop,108.38,debit
2024-12-13,House Rent,28299.37,debit
2024-12-15,Zomato Food Delivery,716.85,debit
2024-12-15,Insurance Premium,9101.14,debit
2024-12-15,Coffee Shop,327.44,debit
2024-12-16,Flipkart Order,1979.77,debit
2024-12-17,Transfer Received,22746.82,credit
2024-12-18,Airtel Mobile Bill,846.08,debit
2024-12-19,MedPlus Medical Store,534.17,debit
2024-12-19,Book Purchase,736.82,debit
2024-12-19,Gym Membership,1826.82,debit
2024-12-21,ATM Withdrawal,3820.03,debit
2024-12-22,Swiggy Order,134.93,debit
2024-12-23,Water Bill,392.29,debit
2024-12-24,Uber Ride,392.3,debit
2024-12-25,Travel Booking,7162.75,debit
2024-12-25,Swiggy Order,351.47,debit
2024-12-26,Uber Ride,82.79,debit
2024-12-27,Book Purchase,1347.15,debit
2024-12-29,Reliance Fresh,762.94,debit
2024-12-31,ATM Withdrawal,2683.4,debit
2024-12-31,ATM Withdrawal,4340.4,debit
2025-01-01,Ola Cab,350.95,debit
2025-01-01,Apollo Pharmacy,942.73,debit
2025-01-02,Airtel Mobile Bill,864.89,debit
2025-01-05,School Fees,2966.68,debit
2025-01-07,School Fees,2520.17,debit
2025-01-07,Restaurant Dinner,2733.22,debit
2025-01-08,Coffee Shop,417.95,debit
2025-01-09,School Fees,6805.19,debit
2025-01-09,Myntra Fashion,2990.74,debit
2025-01-10,Online Course,1154.27,debit
2025-01-10,Hotel Stay,6640.07,debit
2025-01-10,Hair Salon,477.45,debit
2025-01-11,Jio Recharge,498.28,debit
2025-01-12,Rental Income,21466.3,credit
2025-01-12,Cashback Credit,895.24,credit
2025-01-13,Amazon Purchase,4372.3,debit
2025-01-14,Netflix Subscription,360.53,debit
2025-01-14,Amazon Purchase,955.72,debit
2025-01-22,Metro Card Recharge,955.81,debit
2025-01-22,Jio Recharge,308.21,debit
2025-01-23,Zomato Food Delivery,623.41,debit
2025-01-23,House Rent,17603.55,debit
2025-01-25,Freelance Payment,17609.87,credit
2025-01-25,ATM Withdrawal,1688.17,debit
2025-01-25,Insurance Premium,9906.09,debit
2025-01-26,Amazon Purchase,4892.48,debit
2025-01-27,Book Purchase,693.19,debit
2025-01-28,MedPlus Medical Store,1043.07,debit
2025-01-29,Transfer Received,3015.12,credit
2025-01-30,BookMyShow Tickets,550.9,debit
2025-01-30,Restaurant Dinner,585.62,debit
2025-02-01,Hotel Stay,9805.37,debit
2025-02-01,Myntra Fashion,625.54,debit
2025-02-02,Rental Income,12027.1,credit
2025-02-03,Airtel Mobile Bill,747.73,debit
2025-02-05,Spa & Wellness,569.94,debit
2025-02-05,School Fees,14700.76,debit
2025-02-05,Restaurant Dinner,2844.74,debit
2025-02-05,Hotel Stay,8470.29,debit
2025-02-05,Zomato Food Delivery,840.37,debit
2025-02-06,BookMyShow Tickets,397.17,debit
2025-02-06,Water Bill,573.15,debit
2025-02-07,DMart Purchase,2766.51,debit
2025-02-09,Maintenance Charges,1466.88,debit
2025-02-11,Petrol/Diesel,1390.85,debit
2025-02-11,MedPlus Medical Store,612.0,debit
2025-02-11,School Fees,11117.39,debit
2025-02-12,PVR Cinemas,773.81,debit
2025-02-12,Electricity Bill,4484.0,debit
2025-02-13,Ola Cab,180.98,debit
2025-02-16,Netflix Subscription,611.43,debit
2025-02-17,PVR Cinemas,571.84,debit
2025-02-20,Spa & Wellness,605.58,debit
2025-02-20,Bonus Credit,13010.49,credit
2025-02-20,DMart Purchase,2704.23,debit
2025-02-20,ATM Withdrawal,4848.12,debit
2025-02-21,Online Course,2152.32,debit
2025-02-21,Gym Membership,2240.05,debit
2025-02-21,Uber Ride,230.86,debit
2025-02-22,Restaurant Dinner,2356.4,debit
2025-02-24,Gym Membership,646.11,debit
2025-02-25,DMart Purchase,397.08,debit
2025-02-25,Metro Card Recharge,507.73,debit
2025-02-26,DMart Purchase,1911.17,debit
2025-02-28,MedPlus Medical Store,424.14,debit
2025-03-01,Apollo Pharmacy,653.1,debit
2025-03-02,Reliance Fresh,1802.11,debit
2025-03-04,BigBasket Groceries,3844.66,debit
2025-03-05,Jio Recharge,507.51,debit
2025-03-07,Amazon Purchase,4637.07,debit
2025-03-07,Freelance Payment,24817.82,credit
2025-03-09,MedPlus Medical Store,1408.41,debit
2025-03-10,Reliance Fresh,1645.4,debit
2025-03-10,Petrol/Diesel,3285.9,debit
2025-03-10,Electricity Bill,1669.08,debit
2025-03-11,Water Bill,774.95,debit
2025-03-11,Bonus Credit,17706.38,credit
2025-03-12,Metro Card Recharge,693.55,debit
2025-03-12,Coffee Shop,427.99,debit
2025-03-13,Salary Credit,48213.08,credit
2025-03-13,Gym Membership,2174.68,debit
2025-03-15,Gym Membership,1101.78,debit
2025-03-19,Spa & Wellness,2091.15,debit
2025-03-19,House Rent,27821.95,debit
2025-03-20,Uber Ride,578.2,debit
2025-03-20,Petrol/Diesel,1999.2,debit
2025-03-21,Rental Income,20643.92,credit
2025-03-22,Bonus Credit,30609.6,credit
2025-03-23,Bonus Credit,10160.72,credit
2025-03-23,BookMyShow Tickets,721.98,debit
2025-03-25,Insurance Premium,8832.3,debit
2025-03-26,Jio Recharge,499.74,debit
2025-03-27,Dividend Credit,3281.17,credit
2025-03-30,DMart Purchase,1349.5,debit
2025-03-30,Gym Membership,845.92,debit
2025-04-02,Refund Credit,1318.94,credit
2025-04-04,Myntra Fashion,922.11,debit
2025-04-04,Transfer Received,7727.27,credit
2025-04-04,Transfer Received,45983.69,credit
2025-04-07,Amazon Purchase,2078.67,debit
2025-04-08,Myntra Fashion,3817.26,debit
2025-04-08,Travel Booking,7020.03,debit
2025-04-08,Reliance Fresh,556.79,debit
2025-04-09,Spa & Wellness,1257.0,debit
2025-04-09,Netflix Subscription,176.34,debit
2025-04-12,Swiggy Order,791.77,debit
2025-04-13,Salary Credit,72599.5,credit
2025-04-13,Freelance Payment,14070.49,credit
2025-04-14,Flipkart Order,3751.61,debit
2025-04-16,Rental Income,16435.3,credit
2025-04-17,School Fees,5760.78,debit
2025-04-18,Electricity Bill,2540.96,debit
2025-04-18,Hotel Stay,8254.16,debit
2025-04-19,Maintenance Charges,1901.14,debit
2025-04-20,BigBasket Groceries,2645.53,debit
2025-04-22,ATM Withdrawal,1045.54,debit
2025-04-22,Transfer Received,5885.4,credit
2025-04-23,Jio Recharge,393.46,debit
2025-04-23,Salary Credit,73990.94,credit
2025-04-24,Water Bill,587.63,debit
2025-04-25,House Rent,23782.49,debit
2025-04-25,Gym Membership,1251.03,debit
2025-04-26,Gym Membership,2254.82,debit
2025-04-26,Amazon Purchase,4269.76,debit
2025-04-27,Freelance Payment,10257.4,credit
2025-04-28,Freelance Payment,8590.98,credit
2025-04-29,Water Bill,650.33,debit
2025-04-29,Swiggy Order,730.13,debit
2025-04-29,Salary Credit,52270.03,credit
2025-04-30,Dividend Credit,1336.01,credit
2025-05-01,Swiggy Order,271.72,debit
2025-05-03,Myntra Fashion,2270.25,debit
2025-05-04,Amazon Purchase,4059.35,debit
2025-05-05,Online Course,4338.1,debit
2025-05-06,Spotify Premium,119.0,debit
2025-05-06,Amazon Purchase,6811.24,debit
2025-05-07,Reliance Fresh,990.46,debit
2025-05-08,Coffee Shop,400.39,debit
2025-05-09,Maintenance Charges,621.79,debit
2025-05-09,Jio Recharge,452.42,debit
2025-05-10,Jio Recharge,201.06,debit
2025-05-10,Ola Cab,329.24,debit
2025-05-11,Book Purchase,917.06,debit
2025-05-12,Apollo Pharmacy,206.14,debit
2025-05-12,Myntra Fashion,2516.04,debit
2025-05-13,School Fees,6131.18,debit
2025-05-14,Uber Ride,185.04,debit
2025-05-14,ATM Withdrawal,785.8,debit
2025-05-14,Coffee Shop,372.71,debit
2025-05-15,Restaurant Dinner,1093.21,debit
2025-05-15,Spotify Premium,119.0,debit
2025-05-15,Maintenance Charges,2394.29,debit
2025-05-15,BookMyShow Tickets,723.5,debit
2025-05-18,Apollo Pharmacy,874.4,debit
2025-05-18,Restaurant Dinner,1964.53,debit
2025-05-19,Electricity Bill,4012.23,debit
2025-05-22,Transfer Received,17745.5,credit
2025-05-22,Travel Booking,9687.31,debit
2025-05-22,House Rent,10494.36,debit
2025-05-23,Myntra Fashion,586.43,debit
2025-05-23,Metro Card Recharge,454.86,debit
2025-05-24,Maintenance Charges,2138.41,debit
2025-05-25,Restaurant Dinner,1599.34,debit
2025-05-26,BigBasket Groceries,3610.59,debit
2025-05-26,Dividend Credit,2482.39,credit
2025-05-26,Apollo Pharmacy,679.86,debit
2025-05-27,DMart Purchase,397.75,debit
2025-05-28,Reliance Fresh,1447.12,debit
2025-05-28,Refund Credit,4891.31,credit
2025-05-29,House Rent,29987.79,debit
2025-05-29,Maintenance Charges,1434.9,debit
2025-06-01,DMart Purchase,839.68,debit
2025-06-01,Airtel Mobile Bill,320.91,debit
2025-06-02,Coffee Shop,290.92,debit
2025-06-02,Interest Credit,2974.83,credit
2025-06-03,Spa & Wellness,2342.7,debit
2025-06-03,Spotify Premium,119.0,debit
2025-06-06,Hair Salon,225.75,debit
2025-06-07,BigBasket Groceries,738.43,debit
2025-06-07,Flipkart Order,866.82,debit
2025-06-11,Jio Recharge,493.75,debit
2025-06-11,Insurance Premium,2718.23,debit
2025-06-11,Maintenance Charges,1277.97,debit
2025-06-11,DMart Purchase,830.83,debit
2025-06-12,Hair Salon,1466.54,debit
2025-06-12,Maintenance Charges,1774.02,debit
2025-06-13,Apollo Pharmacy,592.28,debit
2025-06-13,Metro Card Recharge,858.41,debit
2025-06-13,Transfer Received,22653.17,credit
2025-06-14,Reliance Fresh,1991.42,debit
2025-06-14,Flipkart Order,3174.27,debit
2025-06-15,Bonus Credit,42870.31,credit
2025-06-17,Online Course,3104.78,debit
2025-06-17,Online Course,1227.42,debit
2025-06-17,Electricity Bill,4768.03,debit
2025-06-20,Interest Credit,636.42,credit
2025-06-20,Spa & Wellness,2329.29,debit
2025-06-23,Spa & Wellness,2331.38,debit
2025-06-23,Water Bill,738.33,debit
2025-06-24,Amazon Purchase,5906.8,debit
2025-06-24,Coffee Shop,405.67,debit
2025-06-24,Refund Credit,515.79,credit
2025-06-26,DMart Purchase,3057.65,debit
2025-06-27,House Rent,10953.87,debit
2025-06-28,Restaurant Dinner,2489.58,debit
2025-06-28,Restaurant Dinner,1155.53,debit
2025-06-28,Uber Ride,427.21,debit
2025-06-29,Salary Credit,100673.68,credit
2025-06-30,Hair Salon,225.52,debit
2025-06-30,Maintenance Charges,2930.1,debit
2025-06-30,Cashback Credit,710.35,credit
2025-07-01,DMart Purchase,911.79,debit
2025-07-01,Refund Credit,3103.27,credit
2025-07-01,BigBasket Groceries,3784.73,debit
2025-07-04,Amazon Purchase,505.32,debit
2025-07-07,BookMyShow Tickets,553.42,debit
2025-07-08,Apollo Pharmacy,1056.5,debit
2025-07-08,Apollo Pharmacy,1181.75,debit
2025-07-09,BookMyShow Tickets,583.28,debit
2025-07-09,Hotel Stay,2987.09,debit
2025-07-10,Myntra Fashion,3532.21,debit
2025-07-12,Petrol/Diesel,2540.16,debit
2025-07-12,Spotify Premium,119.0,debit
2025-07-13,Airtel Mobile Bill,364.27,debit
2025-07-14,Cashback Credit,963.06,credit
2025-07-16,Flipkart Order,1504.79,debit
2025-07-17,Ola Cab,342.2,debit
2025-07-18,Spa & Wellness,796.28,debit
2025-07-19,Gym Membership,2338.3,debit
2025-07-19,Amazon Purchase,6775.99,debit
2025-07-20,Bonus Credit,27020.36,credit
2025-07-20,Online Course,3306.77,debit
2025-07-20,Water Bill,296.88,debit
2025-07-20,Maintenance Charges,1221.02,debit
2025-07-21,Netflix Subscription,621.03,debit
2025-07-21,Myntra Fashion,1390.01,debit
2025-07-22,Maintenance Charges,1380.53,debit
2025-07-23,Airtel Mobile Bill,572.76,debit
2025-07-27,Cashback Credit,176.54,credit
2025-07-27,Netflix Subscription,327.87,debit
2025-07-28,Swiggy Order,793.76,debit
2025-08-01,Rental Income,22237.9,credit
2025-08-02,Metro Card Recharge,825.92,debit
2025-08-03,Coffee Shop,439.42,debit
2025-08-04,Flipkart Order,1435.77,debit
2025-08-05,Spotify Premium,119.0,debit
2025-08-07,Swiggy Order,207.82,debit
2025-08-07,Myntra Fashion,3757.34,debit
2025-08-10,Interest Credit,2329.45,credit
2025-08-12,Spa & Wellness,1725.63,debit
2025-08-13,Rental Income,14604.16,credit
2025-08-14,Spa & Wellness,601.98,debit
2025-08-14,BookMyShow Tickets,518.4,debit
2025-08-14,Online Course,4797.69,debit
2025-08-16,Hair Salon,590.51,debit
2025-08-17,Bonus Credit,37534.78,credit
2025-08-17,Book Purchase,642.86,debit
2025-08-19,Jio Recharge,350.1,debit
2025-08-20,Flipkart Order,5255.92,debit
2025-08-27,Online Course,3425.96,debit
2025-08-28,Online Course,3819.43,debit
2025-08-28,Travel Booking,5082.71,debit
2025-08-28,Ola Cab,111.63,debit
2025-08-28,Amazon Purchase,664.7,debit
2025-08-29,Zomato Food Delivery,258.46,debit
2025-08-30,Spotify Premium,119.0,debit
2025-08-31,BookMyShow Tickets,204.07,debit
2025-09-01,Petrol/Diesel,1127.54,debit
2025-09-01,Netflix Subscription,402.34,debit
2025-09-01,Zomato Food Delivery,213.82,debit
2025-09-01,Book Purchase,979.69,debit
2025-09-02,School Fees,3172.89,debit
2025-09-02,Reliance Fresh,1508.41,debit
2025-09-02,Cashback Credit,86.37,credit
2025-09-04,Spotify Premium,119.0,debit
2025-09-06,Amazon Purchase,4707.17,debit
2025-09-07,Electricity Bill,3837.99,debit
2025-09-08,Interest Credit,1648.48,credit
2025-09-09,Electricity Bill,3295.66,debit
2025-09-10,Online Course,4169.41,debit
2025-09-10,Reliance Fresh,1924.32,debit
2025-09-12,Online Course,1335.84,debit
2025-09-12,Rental Income,12964.89,credit
2025-09-13,Netflix Subscription,631.79,debit
2025-09-13,DMart Purchase,1350.23,debit
2025-09-13,Ola Cab,113.43,debit
2025-09-14,Gym Membership,2178.98,debit
2025-09-14,Salary Credit,88682.67,credit
2025-09-14,MedPlus Medical Store,425.57,debit
2025-09-17,Rental Income,6864.22,credit
2025-09-17,Hair Salon,987.59,debit
2025-09-18,Transfer Received,36682.56,credit
2025-09-19,Flipkart Order,5817.78,debit
2025-09-20,Netflix Subscription,200.21,debit
2025-09-22,PVR Cinemas,751.63,debit
2025-09-25,Bonus Credit,15174.29,credit
2025-09-26,Ola Cab,292.46,debit
2025-09-26,Online Course,2406.24,debit
2025-09-27,Dividend Credit,1972.87,credit
2025-09-27,Petrol/Diesel,2937.59,debit
2025-09-27,Spotify Premium,119.0,debit
2025-09-27,Hair Salon,342.2,debit
2025-09-28,Transfer Received,18083.8,credit
2025-09-28,DMart Purchase,2789.4,debit
2025-09-29,Rental Income,19009.11,credit
2025-10-01,Insurance Premium,6149.89,debit
2025-10-02,Airtel Mobile Bill,931.61,debit
2025-10-03,Coffee Shop,263.98,debit
2025-10-03,Myntra Fashion,2444.86,debit
2025-10-03,Zomato Food Delivery,385.17,debit
2025-10-03,Dividend Credit,1729.5,credit
2025-10-04,Rental Income,22438.81,credit
2025-10-06,Interest Credit,809.14,credit
2025-10-06,Electricity Bill,2442.99,debit
2025-10-08,PVR Cinemas,556.26,debit
2025-10-08,BookMyShow Tickets,1057.79,debit
2025-10-09,School Fees,13132.39,debit
2025-10-10,Coffee Shop,348.0,debit
2025-10-12,Water Bill,534.28,debit
2025-10-15,Spa & Wellness,1831.19,debit
2025-10-15,Salary Credit,51409.8,credit
2025-10-17,House Rent,8571.17,debit
2025-10-18,Bonus Credit,23955.68,credit
2025-10-19,Book Purchase,548.32,debit
2025-10-19,Gym Membership,2121.44,debit
2025-10-19,Amazon Purchase,6377.73,debit
2025-10-21,Hotel Stay,7145.85,debit
2025-10-21,Myntra Fashion,1806.57,debit
2025-10-24,DMart Purchase,2793.38,debit
2025-10-24,Apollo Pharmacy,904.97,debit
2025-10-24,Hotel Stay,9406.93,debit
2025-10-25,BookMyShow Tickets,1490.32,debit
2025-10-25,ATM Withdrawal,1197.67,debit
2025-10-26,House Rent,11665.8,debit
2025-10-26,Online Course,3051.48,debit
2025-10-27,Hotel Stay,4820.31,debit
2025-10-28,Interest Credit,559.21,credit
2025-10-28,Rental Income,23008.51,credit
2025-10-30,Airtel Mobile Bill,983.27,debit
2025-10-30,Cashback Credit,806.98,credit
2025-10-31,Salary Credit,107326.68,credit
2025-11-01,Ola Cab,467.46,debit
2025-11-02,Salary Credit,45855.64,credit
2025-11-05,Gym Membership,1114.79,debit
2025-11-06,Online Course,1725.92,debit
2025-11-08,Hotel Stay,5446.27,debit
2025-11-09,Hair Salon,555.84,debit
2025-11-09,Salary Credit,87484.26,credit
2025-11-11,Netflix Subscription,518.59,debit
2025-11-11,Reliance Fresh,1375.84,debit
2025-11-12,Ola Cab,368.69,debit
2025-11-12,Dividend Credit,5561.05,credit
2025-11-12,Travel Booking,16102.41,debit
2025-11-13,Restaurant Dinner,2536.08,debit
2025-11-13,Electricity Bill,4020.26,debit
2025-11-14,PVR Cinemas,726.78,debit
2025-11-14,Insurance Premium,9099.21,debit
2025-11-15,Online Course,4484.24,debit
2025-11-15,Jio Recharge,348.47,debit
2025-11-17,Hair Salon,354.6,debit
2025-11-17,Amazon Purchase,5616.87,debit
2025-11-17,Coffee Shop,158.94,debit
2025-11-21,ATM Withdrawal,1312.7,debit
2025-11-21,School Fees,14606.45,debit
2025-11-23,Cashback Credit,179.58,credit
2025-11-26,Travel Booking,17193.18,debit
2025-11-27,Petrol/Diesel,2310.4,debit
2025-11-28,Uber Ride,321.93,debit
2025-11-28,Metro Card Recharge,573.87,debit
2025-11-29,Water Bill,595.49,debit
2025-11-30,Restaurant Dinner,1445.21,debit
2025-11-30,BigBasket Groceries,3170.27,debit
2025-12-01,Electricity Bill,1619.1,debit
2025-12-02,ATM Withdrawal,1448.46,debit
2025-12-05,Metro Card Recharge,682.39,debit
2025-12-06,Reliance Fresh,872.64,debit
2025-12-06,Maintenance Charges,2015.43,debit
2025-12-07,House Rent,11788.56,debit
2025-12-07,Ola Cab,302.44,debit
2025-12-08,Travel Booking,16235.93,debit
2025-12-09,Salary Credit,69492.18,credit
2025-12-10,Gym Membership,868.16,debit
2025-12-11,DMart Purchase,985.65,debit
2025-12-11,Apollo Pharmacy,521.37,debit
2025-12-11,Apollo Pharmacy,663.09,debit
2025-12-11,Myntra Fashion,3213.4,debit
2025-12-12,ATM Withdrawal,3660.19,debit
2025-12-12,Jio Recharge,434.54,debit
2025-12-13,ATM Withdrawal,2835.25,debit
2025-12-14,Hair Salon,1122.77,debit
2025-12-15,Hotel Stay,2213.75,debit
2025-12-16,Hair Salon,1056.96,debit
2025-12-17,Uber Ride,395.83,debit
2025-12-18,BookMyShow Tickets,311.82,debit
2025-12-19,Myntra Fashion,1937.52,debit
2025-12-21,Online Course,2560.49,debit
2025-12-21,Hotel Stay,8615.72,debit
2025-12-22,Gym Membership,733.68,debit
2025-12-22,Spotify Premium,119.0,debit
2025-12-22,Zomato Food Delivery,209.43,debit
2025-12-24,Coffee Shop,280.28,debit
2025-12-25,Zomato Food Delivery,334.47,debit
2025-12-26,Ola Cab,428.06,debit
2025-12-26,Coffee Shop,85.84,debit
2025-12-27,Online Course,3293.9,debit
2025-12-27,School Fees,14150.27,debit
2025-12-27,ATM Withdrawal,4473.96,debit
2025-12-28,Coffee Shop,327.34,debit
2025-12-28,Uber Ride,412.6,debit
2025-12-30,MedPlus Medical Store,1491.8,debit
